Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Acceptance criteria),Custom field (Commit),Custom field (Development),Custom field (DoD validée),Custom field (DoR validée),Custom field (Issue color),Custom field (Priority),Custom field (Rank),Custom field (Release),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Créer modèles Consent et Cookies,DJ-146,11263,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:38 PM,14/Nov/25 10:25 AM,14/Nov/25 10:24 AM,,,,0,,,,,,"*Objectif :* Créer les modèles pour gestion RGPD

*Tâches :*

* Créer table user_consents (user_id, consent_type, accepted, date)
* Créer table cookie_preferences (user_id, essential, analytics, marketing)
* Entités JPA/Hibernate
* Définir types de consentement (cookies, newsletter, etc.)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003jr:,,,,,,11107,DJ-84,Savoir comment mes données sont utilisées,To Do,13/Nov/25 4:39 PM
Écrire tests profil utilisateur,DJ-145,11261,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:38 PM,13/Nov/25 4:38 PM,14/Nov/25 10:24 AM,,,,0,,,,,,"*Objectif :* Tester la gestion du profil utilisateur

*Tests Backend :*

* Récupération profil utilisateur
* Modification profil (succès, validation)
* Changement mot de passe
* Modification email avec vérification

*Tests Frontend :*

* Affichage profil
* Mode édition/lecture
* Validation formulaire
* Sauvegarde modifications",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003jj:,,,,,,11105,DJ-83,Voir et modifier les infos du compte,To Do,13/Nov/25 4:38 PM
Développer page Mon Compte,DJ-144,11259,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:38 PM,13/Nov/25 4:38 PM,14/Nov/25 10:13 AM,,,,0,,,,,,"*Objectif :* Créer l'interface de gestion du compte

*Tâches :*

* Créer composant AccountPage.tsx
* Section affichage infos (lecture seule initialement)
* Mode édition avec formulaire
* Bouton ""Modifier"" / ""Enregistrer"" / ""Annuler""
* Validation temps réel (email, champs requis)
* Confirmation avant sauvegarde
* Messages succès/erreur",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003jb:,,,,,,11105,DJ-83,Voir et modifier les infos du compte,To Do,13/Nov/25 4:38 PM
Créer API endpoints profil utilisateur,DJ-143,11257,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:37 PM,13/Nov/25 4:37 PM,14/Nov/25 10:12 AM,,,,0,,,,,,"*Objectif :* Exposer les endpoints de gestion du profil

*Tâches :*

* GET /api/users/me - récupérer profil utilisateur connecté
* PUT /api/users/me - modifier profil
* PATCH /api/users/me/password - changer mot de passe
* DTO UserProfileResponse (id, email, firstName, lastName, createdAt)
* DTO UpdateProfileRequest
* Sécuriser avec middleware authentification",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003j3:,,,,,,11105,DJ-83,Voir et modifier les infos du compte,To Do,13/Nov/25 4:37 PM
Implémenter UserProfileService,DJ-142,11255,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:37 PM,13/Nov/25 4:37 PM,,,,,0,,,,,,"*Objectif :* Implémenter la logique métier du profil utilisateur

*Tâches :*

* Créer UserProfileService
* Méthode getProfile() - récupérer infos utilisateur
* Méthode updateProfile() - modifier infos (nom, prénom, email)
* Validation des données (format email, champs requis)
* Gérer modification email (vérification nouvelle adresse)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003iv:,,,,,,11105,DJ-83,Voir et modifier les infos du compte,To Do,13/Nov/25 4:37 PM
Écrire tests reset password,DJ-141,11253,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:32 PM,13/Nov/25 4:45 PM,,,,,0,,,,,,"*Objectif :* Tester workflow complet reset

*Tests Backend :*

* Génération token
* Envoi email
* Validation token
* Reset password
* Expiration token

*Tests Frontend :*

* Pages forgot/reset
* Validation formulaires",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003in:,,,,,,11103,DJ-82,Réinitialiser le mot de passe,To Do,13/Nov/25 4:32 PM
Développer pages reset password,DJ-140,11251,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:32 PM,13/Nov/25 4:32 PM,,,,,0,,,,,,"*Objectif :* Créer interfaces reset password

*Tâches :*

* ForgotPasswordPage.tsx (input email)
* ResetPasswordPage.tsx (nouveau mdp + confirm)
* Validation force mot de passe
* Messages confirmation
* Gestion erreurs (token invalide/expiré)
* Redirection vers login après succès",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003if:,,,,,,11103,DJ-82,Réinitialiser le mot de passe,To Do,13/Nov/25 4:32 PM
Créer API forgot/reset password,DJ-139,11249,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:32 PM,13/Nov/25 4:32 PM,,,,,0,,,,,,"*Objectif :* Créer les endpoints de reset

*Tâches :*

* POST /api/auth/forgot-password (email)
* POST /api/auth/reset-password (token, new_password)
* Valider token avant reset
* Hasher nouveau mot de passe
* Invalider token après usage
* Status codes appropriés",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003i7:,,,,,,11103,DJ-82,Réinitialiser le mot de passe,To Do,13/Nov/25 4:32 PM
Implémenter envoi email reset,DJ-138,11247,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:31 PM,13/Nov/25 4:44 PM,,,,,0,,,,,,"*Objectif :* Envoyer email de réinitialisation

*Tâches :*

* Configurer service SMTP (Resend)
* Créer template email avec lien reset
* EmailService.sendPasswordReset()
* Lien format: /reset-password?token=xxx
* Email user-friendly avec instructions",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003hz:,,,,,,11103,DJ-82,Réinitialiser le mot de passe,To Do,13/Nov/25 4:31 PM
Créer système de reset token,DJ-137,11245,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:31 PM,13/Nov/25 4:31 PM,,,,,0,,,,,,"*Objectif :* Créer le système de token de réinitialisation

*Tâches :*

* Créer table password_reset_tokens
* Générer token unique UUID
* Expiration 15 minutes
* Service création/validation token",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003hr:,,,,,,11103,DJ-82,Réinitialiser le mot de passe,To Do,13/Nov/25 4:31 PM
Écrire tests déconnexion,DJ-136,11243,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:29 PM,13/Nov/25 4:43 PM,,,,,0,,,,,,"*Objectif :* Tester le workflow de déconnexion

*Tests Backend :*

* Invalidation token
* Blacklist Redis
* API logout

*Tâches Frontend :*

* Clic bouton logout
* Nettoyage state
* Redirection",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003hj:,,,,,,11101,DJ-81,Déconnexion du compte,To Do,13/Nov/25 4:29 PM
Intégrer bouton déconnexion,DJ-135,11241,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:29 PM,13/Nov/25 4:42 PM,,,,,0,,,,,,"*Objectif :* Ajouter bouton logout dans l'interface

*Tâches :*

* Ajouter bouton ""Déconnexion"" dans header/menu utilisateur
* Appeler API logout
* Supprimer token du localStorage
* Clear state authentification (Zustand)
* Rediriger vers page d'accueil/login
* Afficher confirmation ""Vous êtes déconnecté""",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003hb:,,,,,,11101,DJ-81,Déconnexion du compte,To Do,13/Nov/25 4:29 PM
Créer API POST /api/auth/logout,DJ-134,11239,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:41 PM,,,,,0,,,,,,"*Objectif :* Exposer l'endpoint de déconnexion

*Tâches :*

* POST /api/auth/logout
* Requiert authentification (token JWT)
* Invalider token en blacklist
* Retourner status 204 No Content",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003h3:,,,,,,11101,DJ-81,Déconnexion du compte,To Do,13/Nov/25 4:28 PM
Implémenter AuthService.logout(),DJ-133,11237,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:28 PM,,,,,0,,,,,,"*Objectif :* Implémenter la logique de déconnexion

*Tâches :*

* Étendre AuthService avec méthode logout()
* Invalider JWT token (blacklist Redis)
* Supprimer refresh token
* Logger l'événement de déconnexion
* Nettoyer les sessions actives",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003gv:,,,,,,11101,DJ-81,Déconnexion du compte,To Do,13/Nov/25 4:28 PM
Écrire tests authentification,DJ-132,11235,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:40 PM,,,,,0,,,,,,"*Objectif :* Tester le workflow complet d'authentification

*Tests Backend :*

* Login réussi/échoué
* Génération/validation JWT
* Middleware authentification
* Rate limiting

*Tests Frontend :*

* Composant login
* Gestion token
* Redirection routes protégées",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003gn:,,,,,,11099,DJ-80,Connexion au compte,To Do,13/Nov/25 4:28 PM
Implémenter middleware authentification,DJ-131,11233,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:28 PM,,,,,0,,,,,,"*Objectif :* Protéger les routes avec authentification

*Tâches Backend :*

* Créer AuthMiddleware pour validation JWT
* Extraire user du token
* Gérer token expiré
* Refresh token automatique

*Tâches Frontend :*

* Créer ProtectedRoute component
* Interceptor fetch pour ajouter Bearer token
* Redirection vers login si non authentifié",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003gf:,,,,,,11099,DJ-80,Connexion au compte,To Do,13/Nov/25 4:28 PM
Développer le composant LoginPage,DJ-130,11231,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:39 PM,,,,,0,,,,,,"*Objectif :* Créer l'interface de connexion

*Tâches :*

* Créer composant LoginPage.tsx
* Formulaire email/password
* Gestion état authentification (Zustand)
* Stockage JWT token (localStorage sécurisé)
* Redirection après login réussi
* Afficher prompt 2FA si nécessaire
* Lien ""Mot de passe oublié""",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003g7:,,,,,,11099,DJ-80,Connexion au compte,To Do,13/Nov/25 4:28 PM
Créer API POST /api/auth/login,DJ-129,11229,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:28 PM,13/Nov/25 4:38 PM,,,,,0,,,,,,"*Objectif :* Exposer l'endpoint de connexion

*Tâches :*

* POST /api/auth/login
* DTO LoginRequest (email, password, twofa_code optionnel)
* DTO LoginResponse (access_token, refresh_token, user_info, requires_2fa)
* Gérer status codes (200 OK, 401 Unauthorized, 403 2FA Required)
* Rate limiting pour prévenir bruit de force",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003fz:,,,,,,11099,DJ-80,Connexion au compte,To Do,13/Nov/25 4:28 PM
Implémenter AuthService.login() avec JWT,DJ-128,11227,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:27 PM,13/Nov/25 4:27 PM,,,,,0,,,,,,"*Objectif :* Implémenter la logique de connexion

*Tâches :*

* Étendre AuthService avec méthode login()
* Vérifier email/password avec BCrypt
* Générer JWT token avec expiration
* Gérer refresh token
* Vérifier statut 2FA si activé
* Gérer erreurs (credentials invalides, compte bloqué)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003fr:,,,,,,11099,DJ-80,Connexion au compte,To Do,13/Nov/25 4:27 PM
Écrire tests 2FA,DJ-127,11225,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:27 PM,13/Nov/25 4:35 PM,,,,,0,,,,,,"*Objectif :* Tester le workflow 2FA complet

*Tests Backend :*

* Génération secret TOTP
* Validation code (valide, invalide, expiré)
* API endpoints 2FA

*Tests Frontend :*

* Affichage QR code
* Validation code utilisateur
* Enable/disable 2FA",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003fj:,,,,,,11097,DJ-79,Activer la double authentification,To Do,13/Nov/25 4:27 PM
Développer interface configuration 2FA,DJ-126,11223,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:27 PM,13/Nov/25 4:27 PM,,,,,0,,,,,,"*Objectif :* Créer l'interface de configuration 2FA

*Tâches :*

* Créer composant TwoFactorSetup.tsx
* Afficher QR code pour scan avec app mobile
* Input pour code de vérification à 6 chiffres
* Toggle enable/disable 2FA dans paramètres compte
* Afficher statut 2FA (activée/désactivée)
* Instructions claires pour l'utilisateur",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003fb:,,,,,,11097,DJ-79,Activer la double authentification,To Do,13/Nov/25 4:27 PM
Créer endpoints API 2FA,DJ-125,11221,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:27 PM,13/Nov/25 4:27 PM,,,,,0,,,,,,"*Objectif :* Exposer les endpoints 2FA

*Tâches :*

* POST /api/auth/2fa/enable - active 2FA et retourne QR code
* POST /api/auth/2fa/verify - valide le code TOTP
* POST /api/auth/2fa/disable - désactive 2FA
* Sécuriser endpoints (authentification requise)
* Gérer les erreurs (code invalide, 2FA déjà activée)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003f3:,,,,,,11097,DJ-79,Activer la double authentification,To Do,13/Nov/25 4:27 PM
Implémenter TwoFactorService,DJ-124,11219,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:27 PM,13/Nov/25 4:34 PM,,,,,0,,,,,,"*Objectif :* Implémenter la logique 2FA

*Tâches :*

* Créer TwoFactorService
* Méthode enable2FA() - génère secret et QR code
* Méthode verify2FA() - valide le code TOTP
* Méthode disable2FA()
* Intégrer bibliothèque TOTP",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003ev:,,,,,,11097,DJ-79,Activer la double authentification,To Do,13/Nov/25 4:27 PM
Ajouter support 2FA au modèle User,DJ-123,11217,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:26 PM,13/Nov/25 4:33 PM,,,,,0,,,,,,"*Objectif :* Étendre le modèle User pour la 2FA

*Tâches :*

* Ajouter champs à User (mfa_enabled, mfa_secret)
* Implémenter génération secret TOTP (Google Authenticator)
* Générer QR code pour configuration app mobile",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003en:,,,,,,11097,DJ-79,Activer la double authentification,To Do,13/Nov/25 4:26 PM
Écrire les tests (unit + integration),DJ-122,11215,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:26 PM,14/Nov/25 9:31 AM,,,,,0,,,,,,"*Objectif :* Assurer la qualité du code avec des tests

*Tests Backend :*

* Tests unitaires AuthService (succès, email dupliqué, validation)
* Tests d'intégration API (201, 409, 400)
* Tests repository

*Tests Frontend :*

* Composants React avec Jest
* Validation formulaire
* Appels API mockés",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003ef:,,,,,,11095,DJ-78,Créer un compte,To Do,13/Nov/25 4:26 PM
Développer le composant RegisterPage,DJ-121,11213,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:26 PM,13/Nov/25 4:26 PM,,,,,0,,,,,,"*Objectif :* Créer l'interface utilisateur d'inscription

*Tâches :*

* Créer composant RegisterPage.tsx
* Créer formulaire avec champs (email, password, confirm password, firstName, lastName)
* Ajouter validation frontend (format email, force mot de passe, confirmation)
* Implémenter appel API avec fetch
* Gérer les états (loading, success, error)
* Ajouter messages d'erreur user-friendly",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003e7:,,,,,,11095,DJ-78,Créer un compte,To Do,13/Nov/25 4:26 PM
Créer API POST /api/auth/register,DJ-120,11211,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:26 PM,13/Nov/25 4:26 PM,,,,,0,,,,,,"*Objectif :* Exposer l'endpoint d'inscription

*Tâches :*

* Créer AuthController avec POST /api/auth/register
* Créer DTO RegisterRequest (email, password, firstName, lastName)
* Créer DTO RegisterResponse (userId, email, message)
* Valider les inputs (email format, password strength)
* Gérer les status codes (201 Created, 409 Conflict, 400 Bad Request)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003dz:,,,,,,11095,DJ-78,Créer un compte,To Do,13/Nov/25 4:26 PM
Implémenter AuthService.register(),DJ-119,11209,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:26 PM,13/Nov/25 4:26 PM,,,,,0,,,,,,"*Objectif :* Implémenter la logique métier d'inscription

*Tâches :*

* Créer UserRepository (findByEmail, save)
* Créer AuthService avec méthode register()
* Valider l'unicité de l'email
* Hasher le mot de passe avec BCrypt
* Gérer les erreurs (email déjà utilisé, mot de passe faible)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003dr:,,,,,,11095,DJ-78,Créer un compte,To Do,13/Nov/25 4:26 PM
Créer le modèle User,DJ-118,11207,Subtask,To Do,DJ,Dev - JO2024,software,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,Medium,,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,Jocelyn Sainson,61fcefa4f51e85007089ebc9,13/Nov/25 4:25 PM,13/Nov/25 4:30 PM,,,,,0,,,,,,"*Objectif :* Créer l'entité User avec tous les champs nécessaires

*Tâches :*

* Créer l'entité User (id, email, password_hash, first_name, last_name, created_at, updated_at)
* Ajouter les contraintes (email unique, validation format)
* Configurer le hashage du mot de passe (BCrypt)",,Jocelyn Sainson,61fcefa4f51e85007089ebc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,0|i003dj:,,,,,,11095,DJ-78,Créer un compte,To Do,13/Nov/25 4:25 PM
